date,fighter,total_wins,total_losses,total_draws,win_percentage,win_streak,lose_streak
2011-08-06,Dennis Hallman,3,4,0,0.42857142857142855,2,0
2011-08-06,Rashad Evans,10,1,1,0.9090909090909091,2,0
2011-08-06,Matt Hamill,9,3,0,0.75,0,1
2011-08-06,Rory MacDonald,2,1,0,0.6666666666666666,1,0
2011-08-06,Chad Mendes,1,0,0,1,1,0
2011-08-06,Vitor Belfort,8,5,0,0.6153846153846154,0,1
2011-08-06,Jorge Rivera,7,6,0,0.5384615384615384,0,1
2011-08-06,Ivan Menjivar,1,1,0,0.5,1,0
2011-08-06,Johny Hendricks,5,1,0,0.8333333333333334,1,0
2011-08-06,Rafael Natal,0,1,1,0,0,0
2011-08-06,Mike Brown,0,3,0,0,0,3
2011-08-06,Brian Ebersole,1,0,0,1,1,0
2011-08-06,Tito Ortiz,15,8,1,0.6521739130434783,1,0
2011-08-06,Alexander Gustafsson,3,1,0,0.75,2,0
2011-08-06,Mike Pyle,4,2,0,0.6666666666666666,3,0
2011-08-06,Rani Yahya,1,0,0,1,1,0
2011-08-06,Yoshihiro Akiyama,1,2,0,0.3333333333333333,0,2
2011-08-06,Constantinos Philippou,0,1,0,0,0,1
2011-08-06,Nick Pace,1,0,0,1,1,0
2011-08-06,Mike Pierce,4,1,0,0.8,3,0
2011-08-06,Paul Bradley,0,0,0,0,0,0
2011-08-06,Nam Phan,0,1,0,0,0,1
2011-08-14,Donald Cerrone,2,0,0,1,2,0
2011-08-14,Amir Sadollah,5,2,0,0.7142857142857143,2,0
2011-08-14,CB Dollaway,5,3,0,0.625,0,1
2011-08-14,Dan Hardy,4,3,0,0.5714285714285714,0,3
2011-08-14,Ed Herman,5,5,0,0.5,1,0
2011-08-14,Jim Miller,9,1,0,0.9,7,0
2011-08-14,Joseph Benavidez,1,0,0,1,1,0
2011-08-14,Cole Miller,6,3,0,0.6666666666666666,0,1
2011-08-14,Ronny Markes,0,0,0,0,0,0
2011-08-14,Jimy Hettes,0,0,0,0,0,0
2011-08-14,Jacob Volkmann,3,2,0,0.6,3,0
2011-08-14,Edwin Figueroa,0,1,0,0,0,1
2011-08-14,Charles Oliveira,2,1,1,0.6666666666666666,0,0
2011-08-14,Duane Ludwig,3,2,0,0.6,1,0
2011-08-14,Jared Hamman,1,2,0,0.3333333333333333,0,1
2011-08-14,Chris Lytle,9,10,0,0.47368421052631576,0,1
2011-08-14,Kyle Noke,3,0,0,1,3,0
2011-08-14,Benson Henderson,1,0,0,1,1,0
2011-08-14,Eddie Wineland,0,1,0,0,0,1
2011-08-14,TJ O'Brien,0,1,0,0,0,1
2011-08-14,Karlos Vemola,1,1,0,0.5,1,0
2011-08-14,Alex Caceres,0,1,0,0,0,1
2011-08-14,Danny Castillo,1,0,0,1,1,0
2011-08-14,Jason Reinhardt,0,2,0,0,0,2
2011-08-27,Mauricio Rua,3,3,0,0.5,0,1
2011-08-27,Anderson Silva,13,0,0,1,13,0
2011-08-27,Thiago Tavares,5,4,1,0.5555555555555556,0,1
2011-08-27,Antonio Rodrigo Nogueira,3,2,0,0.6,0,1
2011-08-27,Ross Pearson,4,1,0,0.8,1,0
2011-08-27,Rousimar Palhares,5,2,0,0.7142857142857143,1,0
2011-08-27,Erick Silva,0,0,0,0,0,0
2011-08-27,Paulo Thiago,3,3,0,0.5,0,2
2011-08-27,Luiz Cane,4,3,0,0.5714285714285714,1,0
2011-08-27,Raphael Assuncao,0,1,0,0,0,1
2011-08-27,Iuri Alcantara,0,0,0,0,0,0
2011-08-27,Yves Jabouin,0,1,0,0,0,1
2011-08-27,Forrest Griffin,9,4,0,0.6923076923076923,2,0
2011-08-27,Yushin Okami,10,2,0,0.8333333333333334,3,0
2011-08-27,Spencer Fisher,9,6,0,0.6,0,1
2011-08-27,Brendan Schaub,4,1,0,0.8,4,0
2011-08-27,Edson Barboza,2,0,0,1,2,0
2011-08-27,Dan Miller,5,4,0,0.5555555555555556,0,1
2011-08-27,Luis Ramos,0,0,0,0,0,0
2011-08-27,David Mitchell,0,1,0,0,0,1
2011-08-27,Stanislav Nedkov,0,0,0,0,0,0
2011-08-27,Johnny Eduardo,0,0,0,0,0,0
2011-08-27,Felipe Arantes,0,0,0,0,0,0
2011-08-27,Ian Loveland,1,1,0,0.5,0,1
2011-09-17,Alan Belcher,7,4,0,0.6363636363636364,2,0
2011-09-17,Court McGee,2,0,0,1,2,0
2011-09-17,Jonathan Brookins,1,0,0,1,1,0
2011-09-17,Cody McKenzie,1,1,0,0.5,0,1
2011-09-17,Jake Shields,1,1,0,0.5,0,1
2011-09-17,Matthew Riddle,5,2,0,0.7142857142857143,0,1
2011-09-17,TJ Waldburger,1,1,0,0.5,0,1
2011-09-17,Ken Stone,0,1,0,0,0,1
2011-09-17,Evan Dunham,4,2,0,0.6666666666666666,0,2
2011-09-17,Clay Harvison,1,0,0,1,1,0
2011-09-17,Justin Edwards,0,1,0,0,0,1
2011-09-17,Robert Peralta,0,0,0,0,0,0
2011-09-17,Jason MacDonald,6,6,0,0.5,1,0
2011-09-17,Dongi Yang,1,1,0,0.5,1,0
2011-09-17,Erik Koch,1,0,0,1,1,0
2011-09-17,Vagner Rocha,0,1,0,0,0,1
2011-09-17,Jake Ellenberger,4,1,0,0.8,4,0
2011-09-17,Lance Benoist,0,0,0,0,0,0
2011-09-17,Mike Stumpf,0,0,0,0,0,0
2011-09-17,Donny Walker,0,1,0,0,0,1
2011-09-17,Shamar Bailey,1,0,0,1,1,0
2011-09-17,Seth Baczynski,0,1,0,0,0,1
2011-09-17,Jorge Lopez,0,0,0,0,0,0
2011-09-17,Mike Lullo,0,1,0,0,0,1
2011-09-24,Jon Jones,7,1,0,0.875,4,0
2011-09-24,Travis Browne,2,0,1,1,1,0
2011-09-24,Ben Rothwell,1,1,0,0.5,1,0
2011-09-24,Matt Hughes,18,6,0,0.75,0,1
2011-09-24,Tony Ferguson,1,0,0,1,1,0
2011-09-24,Junior Assuncao,1,2,0,0.3333333333333333,0,1
2011-09-24,Takeya Mizugaki,1,1,0,0.5,0,1
2011-09-24,Nick Ring,2,0,0,1,2,0
2011-09-24,Nate Diaz,8,5,0,0.6153846153846154,0,2
2011-09-24,James Te Huna,1,1,0,0.5,0,1
2011-09-24,Quinton Jackson,7,2,0,0.7777777777777778,2,0
2011-09-24,Rob Broughton,1,0,0,1,1,0
2011-09-24,Mark Hunt,1,1,0,0.5,1,0
2011-09-24,Josh Koscheck,13,5,0,0.7222222222222222,0,1
2011-09-24,Aaron Riley,3,4,0,0.42857142857142855,1,0
2011-09-24,Eddie Yagin,0,0,0,0,0,0
2011-09-24,Cole Escovedo,0,1,0,0,0,1
2011-09-24,Tim Boetsch,4,3,0,0.5714285714285714,1,0
2011-09-24,Takanori Gomi,1,2,0,0.3333333333333333,0,1
2011-09-24,Ricardo Romero,1,1,0,0.5,0,1
2011-10-01,Anthony Johnson,6,3,0,0.6666666666666666,1,0
2011-10-01,Matt Wiman,7,4,0,0.6363636363636364,0,1
2011-10-01,Yves Edwards,8,5,0,0.6153846153846154,0,1
2011-10-01,Michael Johnson,1,1,0,0.5,1,0
2011-10-01,Shane Roller,1,1,0,0.5,0,1
2011-10-01,Dominick Cruz,1,0,0,1,1,0
2011-10-01,Mike Easton,0,0,0,0,0,0
2011-10-01,Pat Barry,3,3,0,0.5,0,1
2011-10-01,Walel Watson,0,0,0,0,0,0
2011-10-01,Josh Neer,4,6,0,0.4,0,2
2011-10-01,Charlie Brenneman,3,1,0,0.75,2,0
2011-10-01,Mac Danzig,4,4,0,0.5,1,0
2011-10-01,Rafaello Oliveira,1,3,0,0.25,0,2
2011-10-01,Paul Sass,1,0,0,1,1,0
2011-10-01,TJ Grant,3,3,0,0.5,0,1
2011-10-01,Demetrious Johnson,2,0,0,1,2,0
2011-10-01,Byron Bloodworth,0,0,0,0,0,0
2011-10-01,Stefan Struve,5,3,0,0.625,0,1
2011-10-01,Joseph Sandoval,0,0,0,0,0,0
2011-10-01,Keith Wisniewski,0,1,0,0,0,1
2011-10-08,Melvin Guillard,10,4,0,0.7142857142857143,5,0
2011-10-08,Demian Maia,8,3,0,0.7272727272727273,0,1
2011-10-08,Joey Beltran,3,2,0,0.6,1,0
2011-10-08,Jose Aldo,1,0,0,1,1,0
2011-10-08,Leonard Garcia,2,3,0,0.4,0,1
2011-10-08,Frankie Edgar,8,1,1,0.8888888888888888,0,0
2011-10-08,Aaron Simpson,5,2,0,0.7142857142857143,2,0
2011-10-08,Anthony Pettis,0,1,0,0,0,1
2011-10-08,Zhang Tiequan,1,0,0,1,1,0
2011-10-08,Chael Sonnen,4,4,0,0.5,0,1
2011-10-08,Steve Cantwell,1,3,0,0.25,0,3
2011-10-08,Joe Lauzon,7,3,0,0.7,1,0
2011-10-08,Jorge Santiago,1,3,0,0.25,0,3
2011-10-08,Stipe Miocic,0,0,0,0,0,0
2011-10-08,Kenny Florian,12,4,0,0.75,1,0
2011-10-08,Nam Phan,0,2,0,0,0,2
2011-10-08,Gray Maynard,8,0,2,1,0,0
2011-10-08,Eric Schafer,3,4,0,0.42857142857142855,0,2
2011-10-08,Jeremy Stephens,7,5,0,0.5833333333333334,2,0
2011-10-08,Darren Elkins,2,1,0,0.6666666666666666,1,0
2011-10-08,Brian Stann,5,2,0,0.7142857142857143,3,0
2011-10-08,Mike Massenzio,1,3,0,0.25,0,3
2011-10-29,Cheick Kongo,9,4,1,0.6923076923076923,1,0
2011-10-29,Scott Jorgensen,1,0,0,1,1,0
2011-10-29,Dennis Siver,8,4,0,0.6666666666666666,4,0
2011-10-29,BJ Penn,12,6,2,0.6666666666666666,0,0
2011-10-29,Mirko Filipovic,4,5,0,0.4444444444444444,0,2
2011-10-29,Hatsu Hioki,0,0,0,0,0,0
2011-10-29,Tyson Griffin,8,5,0,0.6153846153846154,1,0
2011-10-29,Brandon Vera,7,5,1,0.5833333333333334,0,0
2011-10-29,Dustin Jacoby,0,0,0,0,0,0
2011-10-29,Chris Camozzi,2,1,0,0.6666666666666666,0,1
2011-10-29,Ramsey Nijem,0,1,0,0,0,1
2011-10-29,Matt Mitrione,5,0,0,1,5,0
2011-10-29,Jeff Curran,0,1,0,0,0,1
2011-10-29,Donald Cerrone,3,0,0,1,3,0
2011-10-29,Nick Diaz,6,4,0,0.6,2,0
2011-10-29,Roy Nelson,2,2,0,0.5,0,2
2011-10-29,George Roop,2,3,0,0.4,1,0
2011-10-29,Bart Palaszewski,0,0,0,0,0,0
2011-10-29,Eliot Marshall,3,2,0,0.6,0,2
2011-10-29,Clifford Starks,0,0,0,0,0,0
2011-10-29,Francis Carmont,0,0,0,0,0,0
2011-10-29,Danny Downes,0,1,0,0,0,1
2011-11-05,Brad Pickett,0,0,0,0,0,0
2011-11-05,Cyrille Diabate,2,1,0,0.6666666666666666,1,0
2011-11-05,Michihiro Omigawa,0,4,0,0,0,4
2011-11-05,Thiago Alves,10,5,0,0.6666666666666666,0,1
2011-11-05,John Maguire,0,0,0,0,0,0
2011-11-05,Chris Cope,1,0,0,1,1,0
2011-11-05,Chris Leben,12,6,0,0.6666666666666666,1,0
2011-11-05,Terry Etim,5,3,0,0.625,0,1
2011-11-05,Chris Cariaso,1,1,0,0.5,0,1
2011-11-05,Rob Broughton,1,1,0,0.5,0,1
2011-11-05,Renan Barao,1,0,0,1,1,0
2011-11-05,Anthony Perosh,1,3,0,0.25,1,0
2011-11-05,Jason Young,0,1,0,0,0,1
2011-11-05,Papy Abedi,0,0,0,0,0,0
2011-11-05,Justin Edwards,1,1,0,0.5,1,0
2011-11-05,Che Mills,0,0,0,0,0,0
2011-11-05,Mark Munoz,6,2,0,0.75,3,0
2011-11-05,Edward Faaloloto,0,1,0,0,0,1
2011-11-05,Vaughan Lee,0,0,0,0,0,0
2011-11-05,Philip De Fries,0,0,0,0,0,0
2011-11-12,Cain Velasquez,7,0,0,1,7,0
2011-11-12,Mackens Semerzier,1,0,0,1,1,0
2011-11-12,Clay Guida,9,5,0,0.6428571428571429,4,0
2011-11-12,DaMarques Johnson,3,3,0,0.5,0,1
2011-11-12,Norifumi Yamamoto,0,1,0,0,0,1
2011-11-12,Dustin Poirier,2,0,0,1,2,0
2011-11-12,Cub Swanson,0,0,0,0,0,0
2011-11-12,Alex Caceres,0,2,0,0,0,2
2011-11-12,Mike Pierce,4,2,0,0.6666666666666666,0,1
2011-11-12,Aaron Rosa,0,1,0,0,0,1
2011-11-12,Junior Dos Santos,7,0,0,1,7,0
2011-11-12,Robert Peralta,1,0,0,1,1,0
2011-11-12,Benson Henderson,2,0,0,1,2,0
2011-11-12,Clay Harvison,1,1,0,0.5,0,1
2011-11-12,Darren Uyenoyama,0,0,0,0,0,0
2011-11-12,Pablo Garza,2,0,0,1,2,0
2011-11-12,Ricardo Lamas,1,0,0,1,1,0
2011-11-12,Cole Escovedo,0,2,0,0,0,2
2011-11-12,Paul Bradley,0,1,0,0,0,1
2011-11-12,Matt Lucas,0,0,0,0,0,0
2011-11-19,Michael McDonald,2,0,0,1,2,0
2011-11-19,Wanderlei Silva,3,6,0,0.3333333333333333,0,1
2011-11-19,Stephan Bonnar,7,6,0,0.5384615384615384,2,0
2011-11-19,Mauricio Rua,4,3,0,0.5714285714285714,1,0
2011-11-19,Ryan Bader,5,2,0,0.7142857142857143,0,2
2011-11-19,Urijah Faber,1,1,0,0.5,0,1
2011-11-19,Tom Lawlor,3,2,0,0.6,1,0
2011-11-19,Rick Story,6,2,0,0.75,0,1
2011-11-19,Matt Brown,5,4,0,0.5555555555555556,1,0
2011-11-19,Gleison Tibau,9,5,0,0.6428571428571429,2,0
2011-11-19,Danny Castillo,1,1,0,0.5,0,1
2011-11-19,Miguel Torres,1,1,0,0.5,0,1
2011-11-19,Alex Soto,0,0,0,0,0,0
2011-11-19,Cung Le,0,0,0,0,0,0
2011-11-19,Kyle Kingsbury,4,1,0,0.8,4,0
2011-11-19,Dan Henderson,5,2,0,0.7142857142857143,3,0
2011-11-19,Jason Brilz,3,3,0,0.5,0,2
2011-11-19,Brian Bowles,2,0,0,1,2,0
2011-11-19,Chris Weidman,2,0,0,1,2,0
2011-11-19,Martin Kampmann,8,4,0,0.6666666666666666,0,2
2011-11-19,Seth Baczynski,1,1,0,0.5,1,0
2011-11-19,Rafael Dos Anjos,4,3,0,0.5714285714285714,1,0
2011-11-19,Shamar Bailey,1,1,0,0.5,0,1
2011-11-19,Nick Pace,1,1,0,0.5,0,1
2011-12-03,Roland Delorme,0,0,0,0,0,0
2011-12-03,Diego Brandao,0,0,0,0,0,0
2011-12-03,Marcus Brimage,0,0,0,0,0,0
2011-12-03,TJ Dillashaw,0,0,0,0,0,0
2011-12-03,Tony Ferguson,2,0,0,1,2,0
2011-12-03,Michael Bisping,11,3,0,0.7857142857142857,3,0
2011-12-03,Dustin Pague,0,0,0,0,0,0
2011-12-03,Louis Gaudinot,0,0,0,0,0,0
2011-12-03,Steven Siler,0,0,0,0,0,0
2011-12-03,Bryan Caraway,0,0,0,0,0,0
2011-12-03,Josh Ferguson,0,0,0,0,0,0
2011-12-03,Dennis Bermudez,0,0,0,0,0,0
2011-12-03,Stephen Bass,0,0,0,0,0,0
2011-12-03,John Dodson,0,0,0,0,0,0
2011-12-03,Yves Edwards,9,5,0,0.6428571428571429,1,0
2011-12-03,Jason Miller,0,1,0,0,0,1
2011-12-03,John Albert,0,0,0,0,0,0
2011-12-03,Johnny Bedford,0,0,0,0,0,0
2011-12-03,Josh Clopton,0,0,0,0,0,0
2011-12-03,Dustin Neace,0,0,0,0,0,0
2011-12-10,Frank Mir,13,5,0,0.7222222222222222,2,0
2011-12-10,Tito Ortiz,15,9,1,0.625,0,1
2011-12-10,Jon Jones,8,1,0,0.8888888888888888,5,0
2011-12-10,Krzysztof Soszynski,6,2,0,0.75,2,0
2011-12-10,Mark Hominick,3,1,0,0.75,0,1
2011-12-10,Claude Patrick,3,0,0,1,3,0
2011-12-10,Jared Hamman,2,2,0,0.5,1,0
2011-12-10,Walel Watson,1,0,0,1,1,0
2011-12-10,John Makdessi,2,0,0,1,2,0
2011-12-10,Mark Bocek,5,4,0,0.5555555555555556,0,1
2011-12-10,Mitch Clarke,0,0,0,0,0,0
2011-12-10,Rich Attonito,3,1,0,0.75,1,0
2011-12-10,Antonio Rodrigo Nogueira,4,2,0,0.6666666666666666,1,0
2011-12-10,Rogerio Nogueira,2,2,0,0.5,0,2
2011-12-10,Lyoto Machida,9,2,0,0.8181818181818182,1,0
2011-12-10,Igor Pokrajac,2,3,0,0.4,1,0
2011-12-10,Chan Sung Jung,1,0,0,1,1,0
2011-12-10,Brian Ebersole,2,0,0,1,2,0
2011-12-10,Constantinos Philippou,1,1,0,0.5,1,0
2011-12-10,Yves Jabouin,1,1,0,0.5,1,0
2011-12-10,Dennis Hallman,3,5,0,0.375,0,1
2011-12-10,Nik Lentz,5,0,2,1,0,0
2011-12-10,John Cholish,0,0,0,0,0,0
2011-12-10,Jake Hecht,0,0,0,0,0,0
2011-12-30,Vladimir Matyushenko,7,3,0,0.7,2,0
2011-12-30,Anthony Njokuani,1,1,0,0.5,1,0
2011-12-30,Nate Diaz,9,5,0,0.6428571428571429,1,0
2011-12-30,Jon Fitch,13,1,1,0.9285714285714286,0,0
2011-12-30,Nam Phan,1,2,0,0.3333333333333333,1,0
2011-12-30,Dong Hyun Kim,5,1,1,0.8333333333333334,0,1
2011-12-30,Manvel Gamburyan,2,4,0,0.3333333333333333,0,3
2011-12-30,Ross Pearson,4,2,0,0.6666666666666666,0,1
2011-12-30,Jacob Volkmann,4,2,0,0.6666666666666666,4,0
2011-12-30,Brock Lesnar,4,2,0,0.6666666666666666,0,1
2011-12-30,Alexander Gustafsson,4,1,0,0.8,3,0
2011-12-30,Danny Castillo,2,1,0,0.6666666666666666,1,0
2011-12-30,Donald Cerrone,4,0,0,1,4,0
2011-12-30,Johny Hendricks,6,1,0,0.8571428571428571,2,0
2011-12-30,Jimy Hettes,1,0,0,1,1,0
2011-12-30,Sean Pierson,1,1,0,0.5,0,1
2011-12-30,Diego Nunes,1,1,0,0.5,0,1
2011-12-30,Junior Assuncao,2,2,0,0.5,1,0
2011-12-30,Efrain Escudero,3,2,0,0.6,0,1
2011-12-30,Alistair Overeem,0,0,0,0,0,0
2012-01-14,Rousimar Palhares,6,2,0,0.75,2,0
2012-01-14,Edson Barboza,3,0,0,1,3,0
2012-01-14,Vitor Belfort,9,5,0,0.6428571428571429,1,0
2012-01-14,Gabriel Gonzaga,7,5,0,0.5833333333333334,0,2
2012-01-14,Jose Aldo,2,0,0,1,2,0
2012-01-14,Erick Silva,1,0,0,1,1,0
2012-01-14,Iuri Alcantara,1,0,0,1,1,0
2012-01-14,Ricardo Funch,0,2,0,0,0,2
2012-01-14,Felipe Arantes,0,1,0,0,0,1
2012-01-14,Thiago Tavares,6,4,1,0.6,1,0
2012-01-14,Mike Massenzio,2,3,0,0.4,1,0
2012-01-14,Terry Etim,6,3,0,0.6666666666666666,1,0
2012-01-14,Anthony Johnson,7,3,0,0.7,2,0
2012-01-14,Ednaldo Oliveira,0,0,0,0,0,0
2012-01-14,Chad Mendes,2,0,0,1,2,0
2012-01-14,Carlo Prater,0,0,0,0,0,0
2012-01-14,Michihiro Omigawa,1,4,0,0.2,1,0
2012-01-14,Mike Pyle,4,3,0,0.5714285714285714,0,1
2012-01-14,Antonio Carvalho,0,0,0,0,0,0
2012-01-14,Sam Stout,6,5,0,0.5454545454545454,2,0
2012-01-20,Duane Ludwig,4,2,0,0.6666666666666666,2,0
2012-01-20,Mike Easton,1,0,0,1,1,0
2012-01-20,Fabricio Camoes,0,1,1,0,0,1
2012-01-20,Melvin Guillard,10,5,0,0.6666666666666666,0,1
2012-01-20,Kamal Shalorus,0,1,0,0,0,1
2012-01-20,Pat Barry,3,4,0,0.42857142857142855,0,2
2012-01-20,Charlie Brenneman,3,2,0,0.6,0,1
2012-01-20,Daniel Pineda,0,0,0,0,0,0
2012-01-20,Jorge Rivera,7,7,0,0.5,0,2
2012-01-20,Joseph Sandoval,0,1,0,0,0,1
2012-01-20,Josh Neer,5,6,0,0.45454545454545453,1,0
2012-01-20,Jared Papazian,0,0,0,0,0,0
2012-01-20,Tommy Hayden,0,0,0,0,0,0
2012-01-20,Jim Miller,9,2,0,0.8181818181818182,0,1
2012-01-20,Khabib Nurmagomedov,0,0,0,0,0,0
2012-01-20,Christian Morecraft,1,2,0,0.3333333333333333,0,1
2012-01-20,Daniel Roberts,3,3,0,0.5,0,2
2012-01-20,Pat Schilling,0,0,0,0,0,0
2012-01-20,Eric Schafer,3,5,0,0.375,0,3
2012-01-20,Nick Denis,0,0,0,0,0,0
2012-01-28,Charles Oliveira,2,2,1,0.5,0,1
2012-01-28,Evan Dunham,5,2,0,0.7142857142857143,1,0
2012-01-28,Chael Sonnen,5,4,0,0.5555555555555556,1,0
2012-01-28,Michael Johnson,1,2,0,0.3333333333333333,0,1
2012-01-28,Mike Russow,3,0,0,1,3,0
2012-01-28,Cub Swanson,0,1,0,0,0,1
2012-01-28,Rashad Evans,11,1,1,0.9166666666666666,3,0
2012-01-28,Demian Maia,9,3,0,0.75,1,0
2012-01-28,Chris Camozzi,2,2,0,0.5,0,2
2012-01-28,Joey Beltran,3,3,0,0.5,0,1
2012-01-28,Eric Wisely,0,0,0,0,0,0
2012-01-28,Nik Lentz,5,1,2,0.8333333333333334,0,1
2012-01-28,Michael Bisping,12,3,0,0.8,4,0
2012-01-28,Shane Roller,1,2,0,0.3333333333333333,0,2
2012-01-28,Jon Olav Einemo,0,1,0,0,0,1
2012-01-28,George Roop,2,4,0,0.3333333333333333,0,1
2012-01-28,Phil Davis,5,0,0,1,5,0
2012-01-28,Chris Weidman,3,0,0,1,3,0
2012-01-28,Dustin Jacoby,0,1,0,0,0,1
2012-01-28,Lavar Johnson,0,0,0,0,0,0
2012-02-04,Roy Nelson,3,2,0,0.6,1,0
2012-02-04,Ed Herman,6,5,0,0.5454545454545454,2,0
2012-02-04,Dustin Poirier,3,0,0,1,3,0
2012-02-04,Nick Diaz,7,4,0,0.6363636363636364,3,0
2012-02-04,Renan Barao,2,0,0,1,2,0
2012-02-04,Josh Koscheck,14,5,0,0.7368421052631579,1,0
2012-02-04,Matt Brown,5,5,0,0.5,0,1
2012-02-04,Alex Caceres,1,2,0,0.3333333333333333,1,0
2012-02-04,Dan Stittgen,0,0,0,0,0,0
2012-02-04,Matthew Riddle,5,3,0,0.625,0,2
2012-02-04,Rafael Natal,1,1,1,0.5,1,0
2012-02-04,Fabricio Werdum,2,2,0,0.5,0,1
2012-02-04,Clifford Starks,1,0,0,1,1,0
2012-02-04,Max Holloway,0,0,0,0,0,0
2012-02-04,Carlos Condit,4,1,0,0.8,4,0
2012-02-04,Scott Jorgensen,2,0,0,1,2,0
2012-02-04,Mike Pierce,5,2,0,0.7142857142857143,1,0
2012-02-04,Chris Cope,1,1,0,0.5,0,1
2012-02-04,Edwin Figueroa,1,1,0,0.5,1,0
2012-02-04,Stephen Thompson,0,0,0,0,0,0
2012-02-04,Henry Martinez,0,0,0,0,0,0
2012-02-04,Michael Kuiper,0,0,0,0,0,0
2012-02-15,Diego Sanchez,12,4,0,0.75,2,0
2012-02-15,Jonathan Brookins,1,1,0,0.5,0,1
2012-02-15,Anton Kuivanen,0,0,0,0,0,0
2012-02-15,Stipe Miocic,1,0,0,1,1,0
2012-02-15,Stefan Struve,6,3,0,0.6666666666666666,1,0
2012-02-15,TJ Dillashaw,0,1,0,0,0,1
2012-02-15,Aaron Simpson,6,2,0,0.75,3,0
2012-02-15,Ivan Menjivar,2,1,0,0.6666666666666666,2,0
2012-02-15,Tim Means,0,0,0,0,0,0
2012-02-15,Jake Ellenberger,5,1,0,0.8333333333333334,5,0
2012-02-15,Vagner Rocha,1,1,0,0.5,1,0
2012-02-15,Justin Salas,0,0,0,0,0,0
2012-02-15,Philip De Fries,1,0,0,1,1,0
2012-02-15,Dave Herman,1,0,0,1,1,0
2012-02-15,Walel Watson,1,1,0,0.5,0,1
2012-02-15,Ronny Markes,1,0,0,1,1,0
2012-02-15,John Albert,1,0,0,1,1,0
2012-02-15,Bernardo Magalhaes,0,0,0,0,0,0
2012-02-25,Quinton Jackson,7,3,0,0.7,0,1
2012-02-25,Takanori Gomi,1,3,0,0.25,0,2
2012-02-25,Hatsu Hioki,1,0,0,1,1,0
2012-02-25,Mark Hunt,2,1,0,0.6666666666666666,2,0
2012-02-25,Yoshihiro Akiyama,1,3,0,0.25,0,3
2012-02-25,Yushin Okami,10,3,0,0.7692307692307693,0,1
2012-02-25,Frankie Edgar,9,1,1,0.9,1,0
2012-02-25,Riki Fukuda,0,1,0,0,0,1
2012-02-25,Anthony Pettis,1,1,0,0.5,1,0
2012-02-25,Zhang Tiequan,1,1,0,0.5,0,1
2012-02-25,Norifumi Yamamoto,0,2,0,0,0,2
2012-02-25,Takeya Mizugaki,2,1,0,0.6666666666666666,1,0
2012-02-25,Ryan Bader,6,2,0,0.75,1,0
2012-02-25,Eiji Mitsuoka,0,0,0,0,0,0
2012-02-25,Bart Palaszewski,1,0,0,1,1,0
2012-02-25,Cheick Kongo,10,4,1,0.7142857142857143,2,0
2012-02-25,Jake Shields,1,2,0,0.3333333333333333,0,2
2012-02-25,Tim Boetsch,5,3,0,0.625,2,0
2012-02-25,Benson Henderson,3,0,0,1,3,0
2012-02-25,Steve Cantwell,1,4,0,0.2,0,4
2012-02-25,Joe Lauzon,8,3,0,0.7272727272727273,2,0
2012-02-25,Issei Tamura,0,0,0,0,0,0
2012-02-25,Vaughan Lee,0,1,0,0,0,1
2012-02-25,Chris Cariaso,2,1,0,0.6666666666666666,1,0
2012-03-02,Kyle Noke,3,1,0,0.75,0,1
2012-03-02,Anthony Perosh,2,3,0,0.4,2,0
2012-03-02,Court McGee,3,0,0,1,3,0
2012-03-02,Joseph Benavidez,2,0,0,1,2,0
2012-03-02,James Te Huna,2,1,0,0.6666666666666666,1,0
2012-03-02,Demetrious Johnson,2,1,0,0.6666666666666666,0,1
2012-03-02,Oli Thompson,0,0,0,0,0,0
2012-03-02,Cole Miller,7,3,0,0.7,1,0
2012-03-02,TJ Waldburger,2,1,0,0.6666666666666666,1,0
2012-03-02,Thiago Alves,11,5,0,0.6875,1,0
2012-03-02,Mackens Semerzier,1,0,1,1,0,0
2012-03-02,Andrew Craig,0,0,0,0,0,0
2012-03-02,Nick Penner,0,0,0,0,0,0
2012-03-02,Constantinos Philippou,2,1,0,0.6666666666666666,2,0
2012-03-02,Yasuhiro Urushitani,0,0,0,0,0,0
2012-03-02,Aaron Rosa,1,1,0,0.5,1,0
2012-03-02,Ian McCall,0,0,0,0,0,0
2012-03-02,Shawn Jordan,0,0,0,0,0,0
2012-03-02,Steven Siler,1,0,0,1,1,0
2012-03-02,Jake Hecht,1,0,0,1,1,0
2012-03-02,Martin Kampmann,9,4,0,0.6923076923076923,1,0
2012-03-02,Daniel Pineda,1,0,0,1,1,0
2012-04-14,DaMarques Johnson,4,3,0,0.5714285714285714,1,0
2012-04-14,Dennis Siver,8,5,0,0.6153846153846154,0,1
2012-04-14,Alexander Gustafsson,5,1,0,0.8333333333333334,4,0
2012-04-14,Cyrille Diabate,2,2,0,0.5,0,1
2012-04-14,Brian Stann,5,3,0,0.625,0,1
2012-04-14,Brad Pickett,0,1,0,0,0,1
2012-04-14,Papy Abedi,0,1,0,0,0,1
2012-04-14,Paulo Thiago,4,3,0,0.5714285714285714,1,0
2012-04-14,Reza Madadi,0,0,0,0,0,0
2012-04-14,Simeon Thoresen,0,0,0,0,0,0
2012-04-14,Jason Young,0,2,0,0,0,2
2012-04-14,Francis Carmont,1,0,0,1,1,0
2012-04-14,John Maguire,1,0,0,1,1,0
